state,county,candidate,party,total_votes,won,Vote_Share_Of_Each_Party,"Vote_Share_Scale_(0:Dem,1:Rep)"
Illinois,McDonough County,Donald Trump,REP,7027,TRUE,0.584657625,0.584657625
Illinois,McHenry County,Donald Trump,REP,82260,TRUE,0.512798135,0.512798135
Illinois,McLean County,Joe Biden,DEM,43933,TRUE,0.520317404,0.479682596
Illinois,Macon County,Donald Trump,REP,28589,TRUE,0.590242795,0.590242795
Illinois,Macoupin County,Donald Trump,REP,16153,TRUE,0.686835615,0.686835615
Illinois,Madison County,Donald Trump,REP,76031,TRUE,0.567959243,0.567959243
Illinois,Marion County,Donald Trump,REP,12678,TRUE,0.737007325,0.737007325
Illinois,Marshall County,Donald Trump,REP,4197,TRUE,0.676717188,0.676717188
Illinois,Mason County,Donald Trump,REP,4654,TRUE,0.701009188,0.701009188
Illinois,Massac County,Donald Trump,REP,4997,TRUE,0.743379946,0.743379946
Illinois,Menard County,Donald Trump,REP,4764,TRUE,0.702033599,0.702033599
Illinois,Mercer County,Donald Trump,REP,5418,TRUE,0.622901817,0.622901817
Illinois,Monroe County,Donald Trump,REP,14142,TRUE,0.682825552,0.682825552
Illinois,Montgomery County,Donald Trump,REP,9544,TRUE,0.70964384,0.70964384
Illinois,Morgan County,Donald Trump,REP,9950,TRUE,0.662185545,0.662185545
Illinois,Moultrie County,Donald Trump,REP,4964,TRUE,0.749169937,0.749169937
Illinois,Ogle County,Donald Trump,REP,16248,TRUE,0.632808849,0.632808849
Illinois,Peoria County,Joe Biden,DEM,43578,TRUE,0.532543077,0.467456923
Illinois,Perry County,Donald Trump,REP,7313,TRUE,0.736826196,0.736826196
Illinois,Piatt County,Donald Trump,REP,6248,TRUE,0.652396366,0.652396366
Illinois,Pike County,Donald Trump,REP,6332,TRUE,0.81013306,0.81013306
Illinois,Pope County,Donald Trump,REP,1722,TRUE,0.799071926,0.799071926
Illinois,Pulaski County,Donald Trump,REP,1699,TRUE,0.655984556,0.655984556
Illinois,Putnam County,Donald Trump,REP,1993,TRUE,0.598318823,0.598318823
Illinois,Randolph County,Donald Trump,REP,11076,TRUE,0.755113172,0.755113172
Illinois,Richland County,Donald Trump,REP,6089,TRUE,0.768910216,0.768910216
Illinois,Rock Island County,Joe Biden,DEM,36691,TRUE,0.561935247,0.438064753
Illinois,St. Clair County,Joe Biden,DEM,68325,TRUE,0.544530783,0.455469217
Illinois,Saline County,Donald Trump,REP,8103,TRUE,0.743940507,0.743940507
Illinois,Sangamon County,Donald Trump,REP,53485,TRUE,0.522304252,0.522304252
Illinois,Schuyler County,Donald Trump,REP,2773,TRUE,0.72194741,0.72194741
Illinois,Scott County,Donald Trump,REP,2114,TRUE,0.787043931,0.787043931
Illinois,Shelby County,Donald Trump,REP,9426,TRUE,0.790108969,0.790108969
Illinois,Stark County,Donald Trump,REP,2004,TRUE,0.710890387,0.710890387
Illinois,Stephenson County,Donald Trump,REP,12521,TRUE,0.580320727,0.580320727
Illinois,Tazewell County,Donald Trump,REP,42513,TRUE,0.631393691,0.631393691
Illinois,Union County,Donald Trump,REP,6161,TRUE,0.704919908,0.704919908
Illinois,Vermilion County,Donald Trump,REP,20725,TRUE,0.667514816,0.667514816
Illinois,Wabash County,Donald Trump,REP,4237,TRUE,0.771766849,0.771766849
Illinois,Warren County,Donald Trump,REP,4676,TRUE,0.602111769,0.602111769
Illinois,Washington County,Donald Trump,REP,6115,TRUE,0.788421867,0.788421867
Illinois,Wayne County,Donald Trump,REP,7176,TRUE,0.858065288,0.858065288
Illinois,White County,Donald Trump,REP,5791,TRUE,0.792419267,0.792419267
Illinois,Whiteside County,Donald Trump,REP,14527,TRUE,0.542457058,0.542457058
Illinois,Will County,Joe Biden,DEM,183915,TRUE,0.542472517,0.457527483
Illinois,Williamson County,Donald Trump,REP,22801,TRUE,0.690792862,0.690792862
Illinois,Winnebago County,Joe Biden,DEM,64056,TRUE,0.512788492,0.487211508
Illinois,Woodford County,Donald Trump,REP,14799,TRUE,0.706092848,0.706092848
Illinois,Cook Suburbs,Joe Biden,DEM,781238,TRUE,0.674485203,0.325514797
Indiana,Adams County,Donald Trump,REP,10686,TRUE,0.767562132,0.767562132
Indiana,Allen County,Donald Trump,REP,92083,TRUE,0.557160318,0.557160318
Indiana,Bartholomew County,Donald Trump,REP,22410,TRUE,0.634053871,0.634053871
Indiana,Benton County,Donald Trump,REP,3007,TRUE,0.74875498,0.74875498
Indiana,Blackford County,Donald Trump,REP,3841,TRUE,0.736246885,0.736246885
Indiana,Boone County,Donald Trump,REP,22351,TRUE,0.594520548,0.594520548
Indiana,Brown County,Donald Trump,REP,5777,TRUE,0.655508907,0.655508907
Indiana,Carroll County,Donald Trump,REP,7086,TRUE,0.761117078,0.761117078
Indiana,Cass County,Donald Trump,REP,10552,TRUE,0.710285407,0.710285407
Indiana,Clark County,Donald Trump,REP,33668,TRUE,0.59315375,0.59315375
Indiana,Clay County,Donald Trump,REP,9499,TRUE,0.788233342,0.788233342
Indiana,Clinton County,Donald Trump,REP,9334,TRUE,0.735250098,0.735250098
Indiana,Crawford County,Donald Trump,REP,3483,TRUE,0.719925589,0.719925589
Indiana,Daviess County,Donald Trump,REP,9576,TRUE,0.81532567,0.81532567
Indiana,Dearborn County,Donald Trump,REP,19528,TRUE,0.781933211,0.781933211
Indiana,Decatur County,Donald Trump,REP,9575,TRUE,0.796986849,0.796986849
Indiana,DeKalb County,Donald Trump,REP,14237,TRUE,0.741394574,0.741394574
Indiana,Delaware County,Donald Trump,REP,26827,TRUE,0.567155028,0.567155028
Indiana,Dubois County,Donald Trump,REP,15033,TRUE,0.704947245,0.704947245
Indiana,Elkhart County,Donald Trump,REP,46972,TRUE,0.642747674,0.642747674
Indiana,Fayette County,Donald Trump,REP,7755,TRUE,0.776120897,0.776120897
Indiana,Floyd County,Donald Trump,REP,23400,TRUE,0.571973308,0.571973308
Indiana,Fountain County,Donald Trump,REP,6154,TRUE,0.790697674,0.790697674
Indiana,Franklin County,Donald Trump,REP,9691,TRUE,0.819327021,0.819327021
Indiana,Fulton County,Donald Trump,REP,6694,TRUE,0.745932694,0.745932694
Indiana,Gibson County,Donald Trump,REP,11817,TRUE,0.746022727,0.746022727
Indiana,Grant County,Donald Trump,REP,18543,TRUE,0.698207696,0.698207696
Indiana,Greene County,Donald Trump,REP,11103,TRUE,0.76614684,0.76614684
Indiana,Hamilton County,Donald Trump,REP,101587,TRUE,0.534733152,0.534733152
Indiana,Hancock County,Donald Trump,REP,28996,TRUE,0.692177317,0.692177317
Indiana,Harrison County,Donald Trump,REP,14565,TRUE,0.731615431,0.731615431
Indiana,Hendricks County,Donald Trump,REP,53802,TRUE,0.622665093,0.622665093
Indiana,Henry County,Donald Trump,REP,15043,TRUE,0.730703842,0.730703842
Indiana,Howard County,Donald Trump,REP,26449,TRUE,0.665350171,0.665350171
Indiana,Huntington County,Donald Trump,REP,13147,TRUE,0.755487875,0.755487875
Indiana,Jackson County,Donald Trump,REP,14555,TRUE,0.771861908,0.771861908
Indiana,Jasper County,Donald Trump,REP,11383,TRUE,0.749818853,0.749818853
Indiana,Jay County,Donald Trump,REP,6361,TRUE,0.767587788,0.767587788
Indiana,Jefferson County,Donald Trump,REP,9663,TRUE,0.671321384,0.671321384
Indiana,Jennings County,Donald Trump,REP,9490,TRUE,0.789977524,0.789977524
Indiana,Johnson County,Donald Trump,REP,51219,TRUE,0.674333487,0.674333487
Indiana,Knox County,Donald Trump,REP,11655,TRUE,0.741317898,0.741317898
Indiana,Kosciusko County,Donald Trump,REP,26499,TRUE,0.760089493,0.760089493
Indiana,LaGrange County,Donald Trump,REP,8110,TRUE,0.774964166,0.774964166
Indiana,Lake County,Joe Biden,DEM,124870,TRUE,0.576420625,0.423579375
Indiana,LaPorte County,Donald Trump,REP,25997,TRUE,0.536861887,0.536861887
Indiana,Lawrence County,Donald Trump,REP,15601,TRUE,0.758729696,0.758729696
Indiana,Madison County,Donald Trump,REP,31215,TRUE,0.615207237,0.615207237
Indiana,Marion County,Joe Biden,DEM,247772,TRUE,0.648707805,0.351292195
Indiana,Marshall County,Donald Trump,REP,13844,TRUE,0.707915729,0.707915729
Indiana,Martin County,Donald Trump,REP,4029,TRUE,0.799404762,0.799404762
Indiana,Miami County,Donald Trump,REP,10925,TRUE,0.771539548,0.771539548
Indiana,Monroe County,Joe Biden,DEM,39861,TRUE,0.643625266,0.356374734
Indiana,Montgomery County,Donald Trump,REP,12659,TRUE,0.750296349,0.750296349
Indiana,Morgan County,Donald Trump,REP,27512,TRUE,0.779531352,0.779531352
Indiana,Newton County,Donald Trump,REP,4942,TRUE,0.766082778,0.766082778
Indiana,Noble County,Donald Trump,REP,14195,TRUE,0.752850703,0.752850703
Indiana,Ohio County,Donald Trump,REP,2392,TRUE,0.761298536,0.761298536
Indiana,Orange County,Donald Trump,REP,6432,TRUE,0.743068392,0.743068392
Indiana,Owen County,Donald Trump,REP,7286,TRUE,0.750669689,0.750669689
Indiana,Parke County,Donald Trump,REP,5398,TRUE,0.782205477,0.782205477
Indiana,Perry County,Donald Trump,REP,5345,TRUE,0.625292466,0.625292466
Indiana,Pike County,Donald Trump,REP,4692,TRUE,0.768298674,0.768298674
Indiana,Porter County,Donald Trump,REP,45008,TRUE,0.531042783,0.531042783
Indiana,Posey County,Donald Trump,REP,9206,TRUE,0.707229008,0.707229008
Indiana,Pulaski County,Donald Trump,REP,4246,TRUE,0.743737958,0.743737958
Indiana,Putnam County,Donald Trump,REP,12278,TRUE,0.756780079,0.756780079
Indiana,Randolph County,Donald Trump,REP,8312,TRUE,0.767852194,0.767852194
Indiana,Ripley County,Donald Trump,REP,11261,TRUE,0.802351265,0.802351265
Indiana,Rush County,Donald Trump,REP,6035,TRUE,0.77481063,0.77481063
Indiana,St. Joseph County,Joe Biden,DEM,59896,TRUE,0.529771803,0.470228197
Indiana,Scott County,Donald Trump,REP,7328,TRUE,0.730899661,0.730899661
Indiana,Shelby County,Donald Trump,REP,14568,TRUE,0.743606758,0.743606758
Indiana,Spencer County,Donald Trump,REP,7357,TRUE,0.69602649,0.69602649
Indiana,Starke County,Donald Trump,REP,7466,TRUE,0.73803875,0.73803875
Indiana,Steuben County,Donald Trump,REP,11327,TRUE,0.715088384,0.715088384
Indiana,Sullivan County,Donald Trump,REP,6691,TRUE,0.756558118,0.756558118
Indiana,Switzerland County,Donald Trump,REP,3133,TRUE,0.764705882,0.764705882
Indiana,Tippecanoe County,Joe Biden,DEM,35017,TRUE,0.503132274,0.496867726
Indiana,Tipton County,Donald Trump,REP,6110,TRUE,0.769133938,0.769133938
Indiana,Union County,Donald Trump,REP,2688,TRUE,0.785046729,0.785046729
Indiana,Vanderburgh County,Donald Trump,REP,41844,TRUE,0.548709005,0.548709005
Indiana,Vermillion County,Donald Trump,REP,5184,TRUE,0.707327057,0.707327057
Indiana,Vigo County,Donald Trump,REP,24545,TRUE,0.575255461,0.575255461
Indiana,Wabash County,Donald Trump,REP,10762,TRUE,0.754910213,0.754910213
Indiana,Warren County,Donald Trump,REP,3401,TRUE,0.777371429,0.777371429
Indiana,Warrick County,Donald Trump,REP,21326,TRUE,0.641402749,0.641402749
Indiana,Washington County,Donald Trump,REP,9114,TRUE,0.766011094,0.766011094
Indiana,Wayne County,Donald Trump,REP,17567,TRUE,0.648444133,0.648444133
Indiana,Wells County,Donald Trump,REP,10855,TRUE,0.787564391,0.787564391
Indiana,White County,Donald Trump,REP,7957,TRUE,0.724087724,0.724087724
Indiana,Whitley County,Donald Trump,REP,12862,TRUE,0.752339729,0.752339729
Iowa,Adair County,Donald Trump,REP,2917,TRUE,0.708869988,0.708869988
Iowa,Adams County,Donald Trump,REP,1530,TRUE,0.721698113,0.721698113
Iowa,Allamakee County,Donald Trump,REP,4735,TRUE,0.64765422,0.64765422
Iowa,Appanoose County,Donald Trump,REP,4512,TRUE,0.704669686,0.704669686
Iowa,Audubon County,Donald Trump,REP,2295,TRUE,0.681818182,0.681818182
Iowa,Benton County,Donald Trump,REP,9188,TRUE,0.640367996,0.640367996
Iowa,Black Hawk County,Joe Biden,DEM,35647,TRUE,0.546004564,0.453995436
Iowa,Boone County,Donald Trump,REP,8695,TRUE,0.579743966,0.579743966
Iowa,Bremer County,Donald Trump,REP,8294,TRUE,0.58195341,0.58195341
Iowa,Buchanan County,Donald Trump,REP,6420,TRUE,0.606289546,0.606289546
Iowa,Buena Vista County,Donald Trump,REP,5056,TRUE,0.630659848,0.630659848
Iowa,Butler County,Donald Trump,REP,5542,TRUE,0.695706754,0.695706754
Iowa,Calhoun County,Donald Trump,REP,3689,TRUE,0.715061058,0.715061058
Iowa,Carroll County,Donald Trump,REP,7737,TRUE,0.691359128,0.691359128
Iowa,Cass County,Donald Trump,REP,4969,TRUE,0.693026499,0.693026499
Iowa,Cedar County,Donald Trump,REP,6161,TRUE,0.58687369,0.58687369
Iowa,Cerro Gordo County,Donald Trump,REP,12442,TRUE,0.532095967,0.532095967
Iowa,Cherokee County,Donald Trump,REP,4495,TRUE,0.698958171,0.698958171
Iowa,Chickasaw County,Donald Trump,REP,4308,TRUE,0.658614891,0.658614891
Iowa,Clarke County,Donald Trump,REP,3144,TRUE,0.681995662,0.681995662
Iowa,Clay County,Donald Trump,REP,6137,TRUE,0.697465621,0.697465621
Iowa,Clayton County,Donald Trump,REP,6106,TRUE,0.646411179,0.646411179
Iowa,Clinton County,Donald Trump,REP,13361,TRUE,0.552724114,0.552724114
Iowa,Crawford County,Donald Trump,REP,4854,TRUE,0.686174724,0.686174724
Iowa,Dallas County,Donald Trump,REP,27987,TRUE,0.510097328,0.510097328
Iowa,Davis County,Donald Trump,REP,3032,TRUE,0.749567367,0.749567367
Iowa,Decatur County,Donald Trump,REP,2615,TRUE,0.700133869,0.700133869
Iowa,Delaware County,Donald Trump,REP,6666,TRUE,0.678611422,0.678611422
Iowa,Des Moines County,Donald Trump,REP,10592,TRUE,0.543597639,0.543597639
Iowa,Dickinson County,Donald Trump,REP,7438,TRUE,0.670150464,0.670150464
Iowa,Dubuque County,Donald Trump,REP,27214,TRUE,0.514724518,0.514724518
Iowa,Emmet County,Donald Trump,REP,3265,TRUE,0.682340648,0.682340648
Iowa,Fayette County,Donald Trump,REP,6145,TRUE,0.615731463,0.615731463
Iowa,Floyd County,Donald Trump,REP,4732,TRUE,0.598684211,0.598684211
Iowa,Franklin County,Donald Trump,REP,3422,TRUE,0.677892235,0.677892235
Iowa,Fremont County,Donald Trump,REP,2711,TRUE,0.715114745,0.715114745
Iowa,Greene County,Donald Trump,REP,3223,TRUE,0.645633013,0.645633013
Iowa,Grundy County,Donald Trump,REP,4929,TRUE,0.690819902,0.690819902
Iowa,Guthrie County,Donald Trump,REP,4272,TRUE,0.682755314,0.682755314
Iowa,Hamilton County,Donald Trump,REP,4956,TRUE,0.635466085,0.635466085
Iowa,Hancock County,Donald Trump,REP,4390,TRUE,0.722871727,0.722871727
Iowa,Hardin County,Donald Trump,REP,5850,TRUE,0.662814412,0.662814412
Iowa,Harrison County,Donald Trump,REP,5569,TRUE,0.695342739,0.695342739
Iowa,Henry County,Donald Trump,REP,6507,TRUE,0.66520139,0.66520139
Iowa,Howard County,Donald Trump,REP,3127,TRUE,0.638293529,0.638293529
Iowa,Humboldt County,Donald Trump,REP,3819,TRUE,0.725907622,0.725907622
Iowa,Ida County,Donald Trump,REP,2880,TRUE,0.758493548,0.758493548
Iowa,Iowa County,Donald Trump,REP,6009,TRUE,0.62881959,0.62881959
Iowa,Jackson County,Donald Trump,REP,6940,TRUE,0.632692132,0.632692132
Iowa,Jasper County,Donald Trump,REP,12084,TRUE,0.609656425,0.609656425
Iowa,Jefferson County,Donald Trump,REP,4443,TRUE,0.50707601,0.50707601
Iowa,Johnson County,Joe Biden,DEM,59177,TRUE,0.720774159,0.279225841
Iowa,Jones County,Donald Trump,REP,6572,TRUE,0.609364859,0.609364859
Iowa,Keokuk County,Donald Trump,REP,3797,TRUE,0.728650931,0.728650931
Iowa,Kossuth County,Donald Trump,REP,6275,TRUE,0.69947609,0.69947609
Iowa,Lee County,Donald Trump,REP,9773,TRUE,0.599056025,0.599056025
Iowa,Linn County,Joe Biden,DEM,70874,TRUE,0.570469583,0.429530417
Iowa,Louisa County,Donald Trump,REP,3500,TRUE,0.669728282,0.669728282
Iowa,Lucas County,Donald Trump,REP,3287,TRUE,0.719098665,0.719098665
Iowa,Lyon County,Donald Trump,REP,5707,TRUE,0.842485976,0.842485976
Iowa,Madison County,Donald Trump,REP,6507,TRUE,0.674929987,0.674929987
Iowa,Mahaska County,Donald Trump,REP,8297,TRUE,0.741399339,0.741399339
Iowa,Marion County,Donald Trump,REP,12663,TRUE,0.672098084,0.672098084
Iowa,Marshall County,Donald Trump,REP,9571,TRUE,0.539302417,0.539302417
Iowa,Mills County,Donald Trump,REP,5585,TRUE,0.690102558,0.690102558
Iowa,Mitchell County,Donald Trump,REP,3677,TRUE,0.641710297,0.641710297
Iowa,Monona County,Donald Trump,REP,3248,TRUE,0.697744361,0.697744361
Iowa,Monroe County,Donald Trump,REP,2975,TRUE,0.73402418,0.73402418
Iowa,Montgomery County,Donald Trump,REP,3659,TRUE,0.698016024,0.698016024
Iowa,Muscatine County,Donald Trump,REP,10823,TRUE,0.535924734,0.535924734
Iowa,O'Brien County,Donald Trump,REP,5861,TRUE,0.788829071,0.788829071
Iowa,Osceola County,Donald Trump,REP,2690,TRUE,0.817380735,0.817380735
Iowa,Page County,Donald Trump,REP,5319,TRUE,0.718298447,0.718298447
Iowa,Palo Alto County,Donald Trump,REP,3370,TRUE,0.689302516,0.689302516
Iowa,Plymouth County,Donald Trump,REP,10492,TRUE,0.75017875,0.75017875
Iowa,Pocahontas County,Donald Trump,REP,2826,TRUE,0.75179569,0.75179569
Iowa,Polk County,Joe Biden,DEM,146250,TRUE,0.577949022,0.422050978
Iowa,Pottawattamie County,Donald Trump,REP,26247,TRUE,0.585582973,0.585582973
Iowa,Poweshiek County,Donald Trump,REP,5657,TRUE,0.567800863,0.567800863
Iowa,Ringgold County,Donald Trump,REP,1968,TRUE,0.735151289,0.735151289
Iowa,Sac County,Donald Trump,REP,4061,TRUE,0.745137615,0.745137615
Iowa,Scott County,Joe Biden,DEM,46926,TRUE,0.517895573,0.482104427
Iowa,Shelby County,Donald Trump,REP,4697,TRUE,0.705679087,0.705679087
Iowa,Sioux County,Donald Trump,REP,15680,TRUE,0.838547516,0.838547516
Iowa,Story County,Joe Biden,DEM,29175,TRUE,0.589215389,0.410784611
Iowa,Tama County,Donald Trump,REP,5303,TRUE,0.597184685,0.597184685
Iowa,Taylor County,Donald Trump,REP,2463,TRUE,0.767528825,0.767528825
Iowa,Union County,Donald Trump,REP,4010,TRUE,0.660517213,0.660517213
Iowa,Van Buren County,Donald Trump,REP,2859,TRUE,0.765666845,0.765666845
Iowa,Wapello County,Donald Trump,REP,9516,TRUE,0.620460325,0.620460325
Iowa,Warren County,Donald Trump,REP,17782,TRUE,0.585782053,0.585782053
Iowa,Washington County,Donald Trump,REP,6971,TRUE,0.604491849,0.604491849
Iowa,Wayne County,Donald Trump,REP,2338,TRUE,0.762805873,0.762805873
Iowa,Webster County,Donald Trump,REP,10938,TRUE,0.623212353,0.623212353
Iowa,Winnebago County,Donald Trump,REP,3707,TRUE,0.634542965,0.634542965
Iowa,Winneshiek County,Donald Trump,REP,6235,TRUE,0.526071549,0.526071549
Iowa,Woodbury County,Donald Trump,REP,25736,TRUE,0.579117912,0.579117912
Iowa,Worth County,Donald Trump,REP,2738,TRUE,0.631748962,0.631748962
Iowa,Wright County,Donald Trump,REP,4136,TRUE,0.674494455,0.674494455
Kansas,Allen County,Donald Trump,REP,4155,TRUE,0.727161358,0.727161358
Kansas,Anderson County,Donald Trump,REP,2874,TRUE,0.789777411,0.789777411
Kansas,Atchison County,Donald Trump,REP,4826,TRUE,0.675910364,0.675910364
Kansas,Barber County,Donald Trump,REP,1992,TRUE,0.875219684,0.875219684
Kansas,Barton County,Donald Trump,REP,8480,TRUE,0.786496012,0.786496012
Kansas,Bourbon County,Donald Trump,REP,4910,TRUE,0.765393609,0.765393609
Kansas,Brown County,Donald Trump,REP,3206,TRUE,0.746623195,0.746623195
Kansas,Butler County,Donald Trump,REP,22250,TRUE,0.711931655,0.711931655
Kansas,Chase County,Donald Trump,REP,1114,TRUE,0.765635739,0.765635739
Kansas,Chautauqua County,Donald Trump,REP,1397,TRUE,0.868241144,0.868241144
Kansas,Cherokee County,Donald Trump,REP,6622,TRUE,0.753784861,0.753784861
Kansas,Cheyenne County,Donald Trump,REP,1158,TRUE,0.840348331,0.840348331
Kansas,Clark County,Donald Trump,REP,885,TRUE,0.860894942,0.860894942
Kansas,Clay County,Donald Trump,REP,3129,TRUE,0.779910269,0.779910269
Kansas,Cloud County,Donald Trump,REP,3182,TRUE,0.780858896,0.780858896
Kansas,Coffey County,Donald Trump,REP,3407,TRUE,0.785928489,0.785928489
Kansas,Comanche County,Donald Trump,REP,745,TRUE,0.855338691,0.855338691
Kansas,Cowley County,Donald Trump,REP,9442,TRUE,0.693601704,0.693601704
Kansas,Crawford County,Donald Trump,REP,10045,TRUE,0.619144477,0.619144477
Kansas,Decatur County,Donald Trump,REP,1232,TRUE,0.855555556,0.855555556
Kansas,Dickinson County,Donald Trump,REP,7045,TRUE,0.775454045,0.775454045
Kansas,Doniphan County,Donald Trump,REP,2949,TRUE,0.813068652,0.813068652
Kansas,Douglas County,Joe Biden,DEM,39436,TRUE,0.702045467,0.297954533
Kansas,Edwards County,Donald Trump,REP,1127,TRUE,0.808464849,0.808464849
Kansas,Elk County,Donald Trump,REP,1130,TRUE,0.855412566,0.855412566
Kansas,Ellis County,Donald Trump,REP,9569,TRUE,0.724814422,0.724814422
Kansas,Ellsworth County,Donald Trump,REP,2106,TRUE,0.765261628,0.765261628
Kansas,Finney County,Donald Trump,REP,7079,TRUE,0.630140644,0.630140644
Kansas,Ford County,Donald Trump,REP,5763,TRUE,0.663252388,0.663252388
Kansas,Franklin County,Donald Trump,REP,8326,TRUE,0.696794711,0.696794711
Kansas,Geary County,Donald Trump,REP,5193,TRUE,0.575848303,0.575848303
Kansas,Gove County,Donald Trump,REP,1256,TRUE,0.885130374,0.885130374
Kansas,Graham County,Donald Trump,REP,1052,TRUE,0.825745683,0.825745683
Kansas,Grant County,Donald Trump,REP,1910,TRUE,0.793518903,0.793518903
Kansas,Gray County,Donald Trump,REP,1871,TRUE,0.847373188,0.847373188
Kansas,Greeley County,Donald Trump,REP,537,TRUE,0.874592834,0.874592834
